iso,Country/Region,unit,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
WORLD,World,MtCO2e,204.00,207.00,216.00,227.00,267.00,272.00,290.00,294.00,298.00,316.00,346.00,365.00,372.00,396.00,427.00,453.00,467.00,502.00,516.00,548.00,561.00,596.00,660.00,701.00,656.00,714.00,725.00,739.00,743.00,797.00,904.00,932.00,986.00,1050.00,1060.00,1070.00,1090.00,1140.00,1270.00,1270.00,1380.00,1450.00,1460.00,1440.00,1490.00,1580.00,1630.00,1710.00,1810.00,1980.00,2090.00,2160.00,2210.00,2410.00,2440.00,2590.00,2730.00,3090.00,2980.00,3090.00,3240.00,3300.00,3460.00,3740.00,3400.00,3350.00,3610.00,3740.00,3700.00,3210.00,3720.00,3260.00,3430.00,3900.00,3910.00,3980.00,3920.00,4290.00,4280.00,4600.00,4260.00,3810.00,3440.00,3620.00,3940.00,4140.00,4550.00,4870.00,4590.00,4870.00,5250.00,5380.00,5390.00,5580.00,5520.00,4650.00,5140.00,5710.00,6020.00,5840.00,6270.00,6760.00,6860.00,7070.00,7250.00,7960.00,8480.00,8780.00,9080.00,9590.00,10100.00
Data source,PIK
Data for,Location: World. Sectors/Subsectors: . Gases: CO2. Calculation: Total. Show data by Regions
